Checked At UTC,Country,Channel Name,tvg-id,Availability,Test Result,Detail,Latency ms,Attempts,Stream Host,Stream URL
2026-08-30 10:13:30 UTC,Qatar,Alkass Eight,AlkassEight.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlkassEight.qa
2026-08-30 10:13:30 UTC,Qatar,Alkass Eleven,AlkassEleven.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlkassEleven.qa
2026-08-30 10:13:30 UTC,Qatar,Alkass Five,AlkassFive.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlkassFive.qa
2026-08-30 10:13:30 UTC,Qatar,Alkass Four (1080p),AlkassFour.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/alkass4-p/main.m3u8: Server returned 403 Forbidden (access denied),56,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/alkass4-p/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Alkass Nine,AlkassNine.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlkassNine.qa
2026-08-30 10:13:30 UTC,Qatar,Alkass One (1080p),AlkassOne.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/alkass1-p/main.m3u8: Server returned 403 Forbidden (access denied),53,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/alkass1-p/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Alkass Seven,AlkassSeven.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlkassSeven.qa
2026-08-30 10:13:30 UTC,Qatar,Alkass SHOOF (1080p),AlkassSHOOF.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/shooflive/main.m3u8: Server returned 403 Forbidden (access denied),56,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/shooflive/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Alkass SHOOF 2 (1080p),AlkassSHOOF2.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/shooflive2/main.m3u8: Server returned 403 Forbidden (access denied),57,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/shooflive2/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Alkass Six (1080p),AlkassSix.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/alkass6-p/main.m3u8: Server returned 403 Forbidden (access denied),54,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/alkass6-p/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Alkass Ten,AlkassTen.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlkassTen.qa
2026-08-30 10:13:30 UTC,Qatar,Alkass Three (1080p),AlkassThree.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/alkass3-p/main.m3u8: Server returned 403 Forbidden (access denied),53,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/alkass3-p/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Alkass Two (1080p),AlkassTwo.qa@SD,available,Restricted (403),https://liveeu-gcp.alkassdigital.net/alkass2-p/main.m3u8: Server returned 403 Forbidden (access denied),54,2,liveeu-gcp.alkassdigital.net,https://liveeu-gcp.alkassdigital.net/alkass2-p/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Baraem,Baraem.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Baraem.qa
2026-08-30 10:13:30 UTC,Qatar,Be Junior,BeJunior.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/BeJunior.qa
2026-08-30 10:13:30 UTC,Qatar,beIN 4K,beIN4K.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beIN4K.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Box Office 1,beINBoxOffice1.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINBoxOffice1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Box Office 2,beINBoxOffice2.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINBoxOffice2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Drama 1,beINDrama1.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINDrama1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Gourmet,beINGourmet.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINGourmet.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Movies 1 Premiere,beINMovies1Premiere.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINMovies1Premiere.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Movies 2 Action,beINMovies2Action.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINMovies2Action.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Movies 3 Drama,beINMovies3Drama.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINMovies3Drama.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Movies 4 Family,beINMovies4Family.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINMovies4Family.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Series 1,beINSeries1.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSeries1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Series 2,beINSeries2.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSeries2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports [Blocked: dmca],beINSports.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 1 [Blocked: dmca],beINSports1.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 2 [Blocked: dmca],beINSports2.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 3 [Blocked: dmca],beINSports3.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports3.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 4 [Blocked: dmca],beINSports4.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports4.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 4K HDR,beINSports4KHDR.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports4KHDR.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 5 [Blocked: dmca],beINSports5.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports5.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 6 [Blocked: dmca],beINSports6.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports6.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 7 [Blocked: dmca],beINSports7.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports7.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports 8 [Blocked: dmca],beINSports8.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSports8.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports AFC,beINSportsAFC.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsAFC.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports AFC 1,beINSportsAFC1.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsAFC1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports AFC 2,beINSportsAFC2.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsAFC2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports AFC 3,beINSportsAFC3.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsAFC3.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports en Espanol,beINSportsenEspanol.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsenEspanol.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports English 1 [Blocked: dmca],beINSportsEnglish1.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsEnglish1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports English 2 [Blocked: dmca],beINSportsEnglish2.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsEnglish2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports English 3 [Blocked: dmca],beINSportsEnglish3.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsEnglish3.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports French 1 [Blocked: dmca],beINSportsFrench1.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsFrench1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports French 2 [Blocked: dmca],beINSportsFrench2.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsFrench2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports French 3 [Blocked: dmca],beINSportsFrench3.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsFrench3.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 1 [Blocked: dmca],beINSportsMax1.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 10 [Blocked: dmca],beINSportsMax10.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax10.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 2 [Blocked: dmca],beINSportsMax2.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 3 [Blocked: dmca],beINSportsMax3.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax3.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 4 [Blocked: dmca],beINSportsMax4.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax4.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 5 [Blocked: dmca],beINSportsMax5.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax5.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 6 [Blocked: dmca],beINSportsMax6.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax6.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 7 [Blocked: dmca],beINSportsMax7.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax7.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 8 [Blocked: dmca],beINSportsMax8.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax8.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Max 9 [Blocked: dmca],beINSportsMax9.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsMax9.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports NBA,beINSportsNBA.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsNBA.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports News,beINSportsNews.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsNews.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Premium 1 [Blocked: dmca],beINSportsPremium1.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsPremium1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Premium 2 [Blocked: dmca],beINSportsPremium2.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsPremium2.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Premium 3 [Blocked: dmca],beINSportsPremium3.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsPremium3.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Xtra 1 [Blocked: dmca],beINSportsXtra1.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsXtra1.qa
2026-08-30 10:13:30 UTC,Qatar,beIN Sports Xtra 2 [Blocked: dmca],beINSportsXtra2.qa,blocked,Not tested — blocklisted,IPTV-org blocklist,,0,example.invalid,https://example.invalid/iptv-no-stream/beINSportsXtra2.qa
2026-08-30 10:13:30 UTC,Qatar,Dohat Alquran TV,DohatAlquranTV.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/DohatAlquranTV.qa
2026-08-30 10:13:30 UTC,Qatar,JeemTV,JeemTV.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/JeemTV.qa
2026-08-30 10:13:30 UTC,Qatar,Libya Al Ahrar TV (1080p),LibyaAlAhrarTV.qa@SD,available,Working,audio+video,1918,1,stream-hls.castr.net,https://stream-hls.castr.net/64490fcefe045f1b63012886/live_22d9a1f0c69c11ee9441219c2cc6d61f/index.fmp4.m3u8
2026-08-30 10:13:30 UTC,Qatar,Qatar Television (1080p),QatarTelevision.qa@SD,available,Working,audio+video,5445,1,live.kwikmotion.com,https://live.kwikmotion.com/qtv1live/qtv1.smil/playlist.m3u8
2026-08-30 10:13:30 UTC,Qatar,Qatar Television 2 (1080p),QatarTelevision2.qa@SD,available,Working,audio+video,5587,1,live.kwikmotion.com,https://live.kwikmotion.com/qtv2live/qtv2.smil/playlist.m3u8
2026-08-30 10:13:30 UTC,Qatar,Qatar Today 1,QatarToday1.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/QatarToday1.qa
2026-08-30 10:13:30 UTC,Qatar,Qatar Today 2,QatarToday2.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/QatarToday2.qa
2026-08-30 10:13:30 UTC,Qatar,Qatar TV The Holy Quran (1080p),QatarTVTheHolyQuran.qa@HD,available,Working,audio+video,7338,1,qatartv.akamaized.net,https://qatartv.akamaized.net/hls/live/20000612/qtvquran/master.m3u8
2026-08-30 10:13:30 UTC,Qatar,QBC (1080p),QBC.qa@HD,available,Timeout,No diagnostic returned,20025,2,googlecdn1.alkassdigital.net,https://googlecdn1.alkassdigital.net/livestream/qbc4/main.m3u8
2026-08-30 10:13:30 UTC,Qatar,Sama Alkhaleej TV,SamaAlkhaleejTV.qa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SamaAlkhaleejTV.qa
2026-08-30 10:13:30 UTC,Saudi Arabia,22 Arab TV,22ArabTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/22ArabTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,7lim BIGOTV,7limBIGOTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/7limBIGOTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Abdulmajeed Abdullah (1080p),AbdulmajeedAbdullah.sa@SD,available,Failed,No diagnostic returned,2836,2,d2hng5r56zpsbw.cloudfront.net,https://d2hng5r56zpsbw.cloudfront.net/out/v1/9c4c990f44bb4767bb46271f326dd574/index.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Aflam (1080p),Aflam.sa@SD,available,Working,audio+video,12064,1,shd-amg-fast.edgenextcdn.net,https://shd-amg-fast.edgenextcdn.net/tx001/playlist.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Ahl-Alquran TV,AhlAlquranTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AhlAlquranTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Ahlu Al Quran TV,AhluAlQuranTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AhluAlQuranTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Alam Al Yawm,AlAlamAlYawm.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlAlamAlYawm.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Amaken TV,AlAmakenTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlAmakenTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Arabiya English (1080p),AlArabiyaEnglish.sa@SD,available,Working,audio+video,2907,1,live.alarabiya.net,https://live.alarabiya.net/alarabiapublish/english/playlist_dvr.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Ekhbariya (1080p),AlEkhbariya.sa@SD,available,Working,audio+video,13925,1,shd-gcp-live.edgenextcdn.net,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-al-ekhbaria/297b3ef1cd0633ad9cfba7473a686a06/index.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Hadath (1080p),AlHadath.sa@SD,available,Working,audio+video,10121,1,shd-gcp-live.edgenextcdn.net,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-hadath/2ff87ec4c2f3ede35295a20637d9f8fd/index.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Hokair Group TV,AlHokairGroupTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlHokairGroupTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Khalij TV,AlKhalijTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlKhalijTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Mergab TV,AlMergabTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMergabTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Quran Al Kareem TV (720p),AlQuranAlKareemTV.sa@SD,available,Working,audio+video,1546,1,m.live.net.sa,http://m.live.net.sa:1935/live/quran/gmswf.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Resalah (1080p) [Geo-blocked],AlResalah.sa@SD,available,Restricted (403),https://rotana.hibridcdn.net/rotananet/risala_net-7Y83PP5adWixDF93/playlist.m3u8: Server returned 403 Forbidden (access denied),379,2,rotana.hibridcdn.net,https://rotana.hibridcdn.net/rotananet/risala_net-7Y83PP5adWixDF93/playlist.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Resalah International,AlResalahInternational.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlResalahInternational.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Riyadh Radio (1080p),AlRiyadhRadio.sa@SD,available,Working,audio+video,2522,1,live.kwikmotion.com,https://live.kwikmotion.com/sbrksariyadhradiolive/srpksariyadhradio/playlist.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Sahraa TV,AlSahraaTV.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlSahraaTV.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Saudiya (1080p),AlSaudiya.sa@SD,available,Working,audio+video,7464,1,shd-gcp-live.edgenextcdn.net,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-saudi-tv/2ad66056b51fd8c1b624854623112e43/index.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Saudiya Alaan (1080p),AlSaudiyaAlaan.sa@SD,available,Working,audio+video,14443,1,shd-gcp-live.edgenextcdn.net,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-ksa-now/71ed3aa814c643306c0a8bc4fcc7d17f/index.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al Sunnah Al Nabawiyah TV (720p),AlSunnahAlNabawiyahTV.sa@SD,available,Working,audio+video,1242,1,m.live.net.sa,http://m.live.net.sa:1935/live/sunnah/gmswf.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Al Hadeeth Al Nabawy,AlMajdAlHadeethAlNabawy.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdAlHadeethAlNabawy.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Al Tabeeaiyah,AlMajdAlTabeeaiyah.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdAlTabeeaiyah.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Documentary,AlMajdDocumentary.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdDocumentary.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Holy Quran,AlMajdHolyQuran.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdHolyQuran.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Kids,AlMajdKids.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdKids.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Public Channel,AlMajdPublicChannel.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdPublicChannel.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Al-Majd Scientific,AlMajdScientific.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMajdScientific.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Alkhuzama Radio (1080p),AlkhuzamaRadio.sa@SD,available,Not found (404),https://live.kwikmotion.com/sbrksakhuzamaradiolive/srpkhuzama/playlist.m3u8: Server returned 404 Not Found,89,2,live.kwikmotion.com,https://live.kwikmotion.com/sbrksakhuzamaradiolive/srpkhuzama/playlist.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Alwesam TV (1080p),AlwesamTV.sa@SD,available,Working,audio+video,8990,1,stream.addresses-sat.com,https://stream.addresses-sat.com/Alwesam/index.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Anime,Anime.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Anime.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART Aflam 1,ARTAflam1.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTAflam1.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART Aflam 2,ARTAflam2.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTAflam2.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART America,ARTAmerica.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTAmerica.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Art Cima,ArtCima.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ArtCima.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART Cinema,ARTCinema.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTCinema.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART Hekayat,ARTHekayat.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTHekayat.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART Hekayat 2,ARTHekayat2.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTHekayat2.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,ART Tarab,ARTTarab.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ARTTarab.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Asharq Discovery (1080p),AsharqDiscovery.sa@SD,available,Working,audio+video,10397,1,svs.itworkscdn.net,https://svs.itworkscdn.net/asharqdiscoverylive/asharqd.smil/playlist_dvr.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Asharq Documentary (1080p),AsharqDocumentary.sa@SD,available,Working,audio+video,10291,1,svs.itworkscdn.net,https://svs.itworkscdn.net/asharqdocumentarylive/asharqdocumentary.smil/playlist_dvr.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Asharq News (1080p),AsharqNews.sa@SD,available,Working,audio+video,3658,1,live-news.asharq.com,https://live-news.asharq.com/asharq.m3u8
2026-08-30 10:13:30 UTC,Saudi Arabia,Asharq News Portrait,AsharqNewsPortrait.sa,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AsharqNewsPortrait.sa
2026-08-30 10:13:30 UTC,Saudi Arabia,Asharq Radio (1080p),AsharqRadio.sa@SD,available,Working,audio+video,2607,1,svs.itworkscdn.net,https://svs.itworkscdn.net/asharqradiovlive/asharqradiov/playlist.m3u8
