Checked At UTC,Country,Channel Name,tvg-id,Availability,Test Result,Detail,Latency ms,Attempts,Stream Host,Stream URL
2026-08-30 10:13:30 UTC,Iraq,Karbala TV,KarbalaTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KarbalaTV.iq
2026-08-30 10:13:30 UTC,Iraq,Kirkuk TV,KirkukTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KirkukTV.iq
2026-08-30 10:13:30 UTC,Iraq,KNN Channel,KNNChannel.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KNNChannel.iq
2026-08-30 10:13:30 UTC,Iraq,Korek TV,KorekTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KorekTV.iq
2026-08-30 10:13:30 UTC,Iraq,Kurd Channel,KurdChannel.iq@SD,available,Working,audio+video,2801,1,kurdchhls.wns.live,https://kurdchhls.wns.live/hls/stream.m3u8
2026-08-30 10:13:30 UTC,Iraq,Kurdistan 24 (1080p),Kurdistan24.iq@SD,available,Working,audio+video,5230,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/K24/HLS/K24.m3u8
2026-08-30 10:13:30 UTC,Iraq,Kurdistan TV (720p) [Not 24/7],KurdistanTV.iq@SD,available,Working,audio+video,5143,1,5a3ed7a72ed4b.streamlock.net,https://5a3ed7a72ed4b.streamlock.net/live/SMIL:myStream.smil/playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,KurdMax Kurmanci,KurdMaxKurmanci.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KurdMaxKurmanci.iq
2026-08-30 10:13:30 UTC,Iraq,KurdMax Music,KurdMaxMusic.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KurdMaxMusic.iq
2026-08-30 10:13:30 UTC,Iraq,KurdMax Show,KurdMaxShow.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KurdMaxShow.iq
2026-08-30 10:13:30 UTC,Iraq,KurdMax Sorani,KurdMaxSorani.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KurdMaxSorani.iq
2026-08-30 10:13:30 UTC,Iraq,Kurdsat (1080p),Kurdsat.iq@SD,available,Working,audio+video,5250,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/KURDSAT_HD/HLS/KURDSAT_HD.m3u8
2026-08-30 10:13:30 UTC,Iraq,Kurdsat News (1080p),KurdsatNews.iq@SD,available,Working,audio+video,5110,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/KURDSAT_NEWS/HLS/KURDSAT_NEWS.m3u8
2026-08-30 10:13:30 UTC,Iraq,Manu Chat,ManuChat.iq@SD,available,Working,audio+video,2635,1,vmi747311.contaboserver.net,https://vmi747311.contaboserver.net/hls/livetv.m3u8
2026-08-30 10:13:30 UTC,Iraq,Marjaeyat TV Arabic (1080p),MarjaeyatTVArabic.iq@SD,available,Working,audio+video,14604,1,livefa.marjaeyattv.com,https://livefa.marjaeyattv.com/mtv_ar/playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,Marjaeyat TV English (1080p),MarjaeyatTVEnglish.iq@SD,available,Working,audio+video,13927,1,livefa.marjaeyattv.com,https://livefa.marjaeyattv.com/mtv_en/playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,Marjaeyat TV Persian (240p) [Not 24/7],MarjaeyatTVPersian.iq@SD,available,Working,audio+video,14224,1,livefa.marjaeyattv.com,https://livefa.marjaeyattv.com/mtv_fa/playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,MBC Iraq (1080p),MBCIraq.iq@SD,available,Working,audio+video,7504,1,shd-gcp-live.edgenextcdn.net,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-iraq/e38c44b1b43474e1c39cb5b90203691e/index.m3u8
2026-08-30 10:13:30 UTC,Iraq,Mixkurdy (1080p),Mixkurdy.iq@HD,available,Working,audio+video,1652,1,avr.host247.net,https://avr.host247.net/live/Mix-kurdy/playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,Net TV,NetTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NetTV.iq
2026-08-30 10:13:30 UTC,Iraq,NRT,NRT.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NRT.iq
2026-08-30 10:13:30 UTC,Iraq,NRT 2,NRT2.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NRT2.iq
2026-08-30 10:13:30 UTC,Iraq,NRT 3 Kids,NRT3Kids.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NRT3Kids.iq
2026-08-30 10:13:30 UTC,Iraq,NRT 4,NRT4.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NRT4.iq
2026-08-30 10:13:30 UTC,Iraq,NRT TV (720p) [Not 24/7],NRTTV.iq@SD,available,Not found (404),https://media.streambrothers.com:1936/8226/8226/playlist.m3u8: Server returned 404 Not Found,559,2,media.streambrothers.com,https://media.streambrothers.com:1936/8226/8226/playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,NUBAR Plus +,NUBARPlusPlus.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NUBARPlusPlus.iq
2026-08-30 10:13:30 UTC,Iraq,NUBAR tv,NUBARtv.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/NUBARtv.iq
2026-08-30 10:13:30 UTC,Iraq,Parwardayi TV,ParwardayiTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ParwardayiTV.iq
2026-08-30 10:13:30 UTC,Iraq,Payam TV (1080p),PayamTV.iq@SD,available,Working,audio+video,5212,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/PAYAM_TV/HLS/PAYAM_TV.m3u8
2026-08-30 10:13:30 UTC,Iraq,QTV,QTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/QTV.iq
2026-08-30 10:13:30 UTC,Iraq,Quran TV,QuranTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/QuranTV.iq
2026-08-30 10:13:30 UTC,Iraq,Rudaw TV (1080p),RudawTV.iq@SD,available,Working,audio+video,3172,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/RUDAW/HLS/RUDAW.m3u8
2026-08-30 10:13:30 UTC,Iraq,Salahalddin TV,SalahalddinTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SalahalddinTV.iq
2026-08-30 10:13:30 UTC,Iraq,Samarra TV,SamarraTV.iq@SD,available,Failed,No diagnostic returned,2473,2,live.bradosti.net,https://live.bradosti.net/live/samaraweb_playlist.m3u8
2026-08-30 10:13:30 UTC,Iraq,Shabab Sport 1,ShababSport1.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ShababSport1.iq
2026-08-30 10:13:30 UTC,Iraq,Shams TV (1080p),ShamsTV.iq@SD,available,Working,audio+video,2980,1,stream.shams.tv,https://stream.shams.tv/hls/stream.m3u8
2026-08-30 10:13:30 UTC,Iraq,Shihab TV,ShihabTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ShihabTV.iq
2026-08-30 10:13:30 UTC,Iraq,Speda Channel,SpedaChannel.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SpedaChannel.iq
2026-08-30 10:13:30 UTC,Iraq,Speda Drama,SpedaDrama.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SpedaDrama.iq
2026-08-30 10:13:30 UTC,Iraq,Speda TV,SpedaTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SpedaTV.iq
2026-08-30 10:13:30 UTC,Iraq,SPI TV,SPITV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SPITV.iq
2026-08-30 10:13:30 UTC,Iraq,Tishk TV,TishkTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/TishkTV.iq
2026-08-30 10:13:30 UTC,Iraq,Turkmeneli TV,TurkmeneliTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/TurkmeneliTV.iq
2026-08-30 10:13:30 UTC,Iraq,UTV (1080p),UTV.iq@SD,available,TLS failure,https://mn-nl.mncdn.com/utviraqi2/64c80359/index.m3u8: Connection reset by peer,656,2,mn-nl.mncdn.com,https://mn-nl.mncdn.com/utviraqi2/64c80359/index.m3u8
2026-08-30 10:13:30 UTC,Iraq,W.TV,WTV.iq,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/WTV.iq
2026-08-30 10:13:30 UTC,Iraq,Waar TV (1080p),WaarTV.iq@SD,available,Working,audio+video,5247,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/WAAR_HD/HLS/WAAR_HD.m3u8
2026-08-30 10:13:30 UTC,Iraq,Zagros TV (1080p),ZagrosTV.iq@SD,available,Working,audio+video,5001,1,hlspackager.akamaized.net,https://hlspackager.akamaized.net/live/DB/ZAGROS_TV/HLS/ZAGROS_TV.m3u8
2026-08-30 10:13:30 UTC,Jordan,7 Stars TV,7StarsTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/7StarsTV.jo
2026-08-30 10:13:30 UTC,Jordan,A One TV,AOneTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AOneTV.jo
2026-08-30 10:13:30 UTC,Jordan,Al Hakika TV,AlHakikaTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlHakikaTV.jo
2026-08-30 10:13:30 UTC,Jordan,Al Mamlaka TV,AlMamlakaTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMamlakaTV.jo
2026-08-30 10:13:30 UTC,Jordan,Alerth Alnabawi Channel (576p),AlerthAlnabawiChannel.jo@SD,available,Invalid stream,http://82.212.74.2:8000/live/7307.m3u8: Invalid data found when processing input,10707,2,82.212.74.2,http://82.212.74.2:8000/live/7307.m3u8
2026-08-30 10:13:30 UTC,Jordan,Alhaqeqa Aldawlia (1080p) [Not 24/7],AlhaqeqaAldawlia.jo@SD,available,Not found (404),https://ghaasiflu.online/alhqeqa/index.m3u8: Server returned 404 Not Found,803,2,ghaasiflu.online,https://ghaasiflu.online/alhqeqa/index.m3u8
2026-08-30 10:13:30 UTC,Jordan,Altaghier TV (1080p),AltaghierTV.jo@SD,available,Working,audio+video,7954,1,jmc-live.ercdn.net,https://jmc-live.ercdn.net/altaghier/altaghier.m3u8
2026-08-30 10:13:30 UTC,Jordan,Amen FM TV,AmenFMTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AmenFMTV.jo
2026-08-30 10:13:30 UTC,Jordan,Amman TV (720p),AmmanTV.jo@SD,available,Working,audio+video,7195,1,ammantv-live.ercdn.net,https://ammantv-live.ercdn.net/ammantvhd/ammantvhd.m3u8
2026-08-30 10:13:30 UTC,Jordan,ANB,ANB.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ANB.jo
2026-08-30 10:13:30 UTC,Jordan,Awdeh,Awdeh.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Awdeh.jo
2026-08-30 10:13:30 UTC,Jordan,Azhari TV,AzhariTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AzhariTV.jo
2026-08-30 10:13:30 UTC,Jordan,Darsak 1,Darsak1.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Darsak1.jo
2026-08-30 10:13:30 UTC,Jordan,Darsak 2,Darsak2.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Darsak2.jo
2026-08-30 10:13:30 UTC,Jordan,Darsak Tawjihi,DarsakTawjihi.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/DarsakTawjihi.jo
2026-08-30 10:13:30 UTC,Jordan,Deretna,Deretna.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Deretna.jo
2026-08-30 10:13:30 UTC,Jordan,Fact International,FactInternational.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/FactInternational.jo
2026-08-30 10:13:30 UTC,Jordan,Hala,Hala.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Hala.jo
2026-08-30 10:13:30 UTC,Jordan,Hala Control Studio,HalaControlStudio.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/HalaControlStudio.jo
2026-08-30 10:13:30 UTC,Jordan,Ismaoona TV,IsmaoonaTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/IsmaoonaTV.jo
2026-08-30 10:13:30 UTC,Jordan,Jeish FM,JeishFM.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/JeishFM.jo
2026-08-30 10:13:30 UTC,Jordan,Jordan Archive (1080p),JordanArchive.jo@SD,available,Working,audio+video,10804,1,playlist.fasttvcdn.com,https://playlist.fasttvcdn.com/pl/cc0blorawy1ibohhrupraa/Archive/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Comedy (1080p),JordanComedy.jo@SD,available,Working,audio+video,11013,1,playlist.fasttvcdn.com,https://playlist.fasttvcdn.com/pl/cc0blorawy1ibohhrupraa/Comedy/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Drama (1080p),JordanDrama.jo@SD,available,Working,audio+video,9079,1,playlist.fasttvcdn.com,https://playlist.fasttvcdn.com/pl/cc0blorawy1ibohhrupraa/Drama/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Kitchen (1080p),JordanKitchen.jo@SD,available,Working,audio+video,11052,1,playlist.fasttvcdn.com,https://playlist.fasttvcdn.com/pl/cc0blorawy1ibohhrupraa/cooking/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Now TV,JordanNowTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/JordanNowTV.jo
2026-08-30 10:13:30 UTC,Jordan,Jordan Songs (1080p),JordanSongs.jo@SD,available,Working,audio+video,10959,1,playlist.fasttvcdn.com,https://playlist.fasttvcdn.com/pl/cc0blorawy1ibohhrupraa/Song/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Sport (1080p),JordanSport.jo@SD,available,Working,audio+video,1941,1,93.184.10.248,http://93.184.10.248/JordanSport/index.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Sport 2,JordanSport2.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/JordanSport2.jo
2026-08-30 10:13:30 UTC,Jordan,Jordan Tourism (1080p),JordanTourism.jo@SD,available,Working,audio+video,10657,1,playlist.fasttvcdn.com,https://playlist.fasttvcdn.com/pl/cc0blorawy1ibohhrupraa/Tourism/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Jordan Satellite Channel (1080p),JordanTV.jo@SD,available,Working,audio+video,16812,1,jrtv-live.ercdn.net,https://jrtv-live.ercdn.net/jordanhd/jordanhd.m3u8
2026-08-30 10:13:30 UTC,Jordan,Josat TV,JosatTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/JosatTV.jo
2026-08-30 10:13:30 UTC,Jordan,Kaifa TV (576p),KaifaTV.jo@SD,available,Invalid stream,http://82.212.74.2:8000/live/7311.m3u8: Invalid data found when processing input,10719,2,82.212.74.2,http://82.212.74.2:8000/live/7311.m3u8
2026-08-30 10:13:30 UTC,Jordan,Karameesh,Karameesh.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Karameesh.jo
2026-08-30 10:13:30 UTC,Jordan,Melody FM Jordan (720p) [Not 24/7],MelodyFM.jo@SD,available,Working,audio+video,1470,1,cdn3.wowza.com,https://cdn3.wowza.com/1/OVRrOWxXUEswS2Yv/eGVxSWZy/hls/live/playlist.m3u8
2026-08-30 10:13:30 UTC,Jordan,Qudaah,Qudaah.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Qudaah.jo
2026-08-30 10:13:30 UTC,Jordan,Radio Fann Jordan City View,RadioFannJordanCityView.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RadioFannJordanCityView.jo
2026-08-30 10:13:30 UTC,Jordan,Radio Fann Jordan Control Studio,RadioFannJordanControlStudio.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RadioFannJordanControlStudio.jo
2026-08-30 10:13:30 UTC,Jordan,Radio Fann Jordan Studio (1080p) [Not 24/7],RadioFannJordanStudio.jo@SD,available,Working,audio+video,1179,1,45.63.116.205,http://45.63.116.205/hls2/stream1.m3u8
2026-08-30 10:13:30 UTC,Jordan,Radio Yaqeen Jordan City View (1080p) [Not 24/7],RadioYaqeenJordanCityView.jo@SD,available,Working,audio+video,1067,1,45.63.116.205,http://45.63.116.205/hls4/stream1.m3u8
2026-08-30 10:13:30 UTC,Jordan,Radio Yaqeen Jordan Control Studio,RadioYaqeenJordanControlStudio.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RadioYaqeenJordanControlStudio.jo
2026-08-30 10:13:30 UTC,Jordan,Radio Yaqeen Jordan Studio,RadioYaqeenJordanStudio.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RadioYaqeenJordanStudio.jo
2026-08-30 10:13:30 UTC,Jordan,Rotana Radio Jordan City View,RotanaRadioJordanCityView.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RotanaRadioJordanCityView.jo
2026-08-30 10:13:30 UTC,Jordan,Rotana Radio Jordan Control Studio,RotanaRadioJordanControlStudio.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RotanaRadioJordanControlStudio.jo
2026-08-30 10:13:30 UTC,Jordan,Rotana Radio Jordan Studio (1080p) [Not 24/7],RotanaRadioJordanStudio.jo@SD,available,Working,audio+video,1152,1,45.63.116.205,http://45.63.116.205/hls/stream1.m3u8
2026-08-30 10:13:30 UTC,Jordan,Rotana Tarab Jordan City View (720p) [Not 24/7],RotanaTarabJordanCityView.jo@SD,available,Working,audio+video,954,1,45.63.116.205,http://45.63.116.205/hls3/stream1.m3u8
2026-08-30 10:13:30 UTC,Jordan,Rotana Tarab Jordan Control Studio,RotanaTarabJordanControlStudio.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RotanaTarabJordanControlStudio.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Comedy,RoyaComedy.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaComedy.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Drama,RoyaDrama.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaDrama.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Kids,RoyaKids.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaKids.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Kids Originals,RoyaKidsOriginals.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaKidsOriginals.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Kids Songs,RoyaKidsSongs.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaKidsSongs.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Kids Stories,RoyaKidsStories.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaKidsStories.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Kitchen,RoyaKitchen.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaKitchen.jo
2026-08-30 10:13:30 UTC,Jordan,Roya Music,RoyaMusic.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaMusic.jo
2026-08-30 10:13:30 UTC,Jordan,Roya News,RoyaNews.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/RoyaNews.jo
2026-08-30 10:13:30 UTC,Jordan,Roya TV (Roya Page),RoyaTV.jo,available,Working,audio+video,7833,1,roya-tv-on-demand.fuad-azzam-jarrar.chatgpt.site,https://roya-tv-on-demand.fuad-azzam-jarrar.chatgpt.site/roya.m3u8
2026-08-30 10:13:30 UTC,Jordan,Sport TV,SportTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/SportTV.jo
2026-08-30 10:13:30 UTC,Jordan,Tala Kids Club,TalaKidsClub.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/TalaKidsClub.jo
2026-08-30 10:13:30 UTC,Jordan,Thakafah TV,ThakafahTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ThakafahTV.jo
2026-08-30 10:13:30 UTC,Jordan,Toyor Al-Jannah,ToyorAlJannah.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ToyorAlJannah.jo
2026-08-30 10:13:30 UTC,Jordan,Yarmouk TV,YarmoukTV.jo,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/YarmoukTV.jo
2026-08-30 10:13:30 UTC,Kuwait,Al Anwar TV,AlAnwarTV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlAnwarTV.kw
2026-08-30 10:13:30 UTC,Kuwait,Al Maali TV,AlMaaliTV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlMaaliTV.kw
2026-08-30 10:13:30 UTC,Kuwait,Al Sabah,AlSabah.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlSabah.kw
2026-08-30 10:13:30 UTC,Kuwait,Al-Bawadi TV,AlBawadiTV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlBawadiTV.kw
2026-08-30 10:13:30 UTC,Kuwait,Alrai TV,AlraiTV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlraiTV.kw
2026-08-30 10:13:30 UTC,Kuwait,Alshahed TV,AlshahedTV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/AlshahedTV.kw
2026-08-30 10:13:30 UTC,Kuwait,ATV,ATV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/ATV.kw
2026-08-30 10:13:30 UTC,Kuwait,Bahry,Bahry.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Bahry.kw
2026-08-30 10:13:30 UTC,Kuwait,Ch4Teen,Ch4Teen.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Ch4Teen.kw
2026-08-30 10:13:30 UTC,Kuwait,Ch4Teen Clip,Ch4TeenClip.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/Ch4TeenClip.kw
2026-08-30 10:13:30 UTC,Kuwait,Ch4Teen Documentary (1080p),Ch4TeenDocumentary.kw@SD,available,Failed,"https://ch14.tv/live/ch4teendoc/playlist.m3u8: Server returned 4XX Client Error, but not one of 40{0,1,3,4}",146,2,ch14.tv,https://ch14.tv/live/ch4teendoc/playlist.m3u8
2026-08-30 10:13:30 UTC,Kuwait,Funoon TV,FunoonTV.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/FunoonTV.kw
2026-08-30 10:13:30 UTC,Kuwait,KTV 1 (1080p),KTV1.kw@SD,available,Working,audio+video,14897,1,kwtktv1ta.cdn.mangomolo.com,https://kwtktv1ta.cdn.mangomolo.com/ktv1/smil:ktv1.stream.smil/chunklist.m3u8
2026-08-30 10:13:30 UTC,Kuwait,KTV 2 (1080p),KTV2.kw@SD,available,Working,audio+video,12383,1,kwtktv2ta.cdn.mangomolo.com,https://kwtktv2ta.cdn.mangomolo.com/ktv2/smil:ktv2.stream.smil/chunklist.m3u8
2026-08-30 10:13:30 UTC,Kuwait,KTV Al Majlis,KTVAlMajlis.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KTVAlMajlis.kw
2026-08-30 10:13:30 UTC,Kuwait,KTV Al Qurain (1080p),KTVAlQurain.kw@SD,available,Working,audio+video,8812,1,kwtktvaqta.cdn.mangomolo.com,https://kwtktvaqta.cdn.mangomolo.com/ktvaq/smil:tktvaq.stream.smil/chunklist.m3u8
2026-08-30 10:13:30 UTC,Kuwait,KTV Arabe (1080p),KTVArabe.kw@SD,available,Working,audio+video,6752,1,kwtktvata.cdn.mangomolo.com,https://kwtktvata.cdn.mangomolo.com/ktva/smil:tktva.stream.smil/chunklist.m3u8
2026-08-30 10:13:30 UTC,Kuwait,KTV Ethraa (1080p),KTVEthraa.kw@SD,available,Working,audio+video,13315,1,kwtethta.cdn.mangomolo.com,https://kwtethta.cdn.mangomolo.com/eth/smil:eth.stream.smil/chunklist.m3u8
2026-08-30 10:13:30 UTC,Kuwait,KTV Khallik Bilbait,KTVKhallikBilbait.kw,unavailable,Not tested — no public stream,No real stream URL,,0,example.invalid,https://example.invalid/iptv-no-stream/KTVKhallikBilbait.kw
